lr-AdamW,step,val/loss,val/acc,val/confidence_mean,val/entropy,epoch,train/loss,train/acc,train/confidence_mean,test/loss,test/acc,test/acc_agg
0.0005,0,,,,,,,,,,,
,35,2.081591844558716,0.1736111044883728,0.1644609570503235,2.0394656658172607,0,,,,,,
,35,,,,,0,2.0932953357696533,0.1215277761220932,0.16922996938228607,,,
0.0005,36,,,,,,,,,,,
,71,2.0835964679718018,0.1388888955116272,0.17760783433914185,2.0508034229278564,1,,,,,,
,71,,,,,1,2.0746335983276367,0.1510416716337204,0.17541450262069702,,,
0.0005,72,,,,,,,,,,,
,107,2.08273983001709,0.1319444477558136,0.17120692133903503,2.050025224685669,2,,,,,,
,107,,,,,2,2.0895674228668213,0.1284722238779068,0.1731204390525818,,,
0.0005,108,,,,,,,,,,,
,143,2.0711934566497803,0.1319444477558136,0.1746988743543625,2.0450544357299805,3,,,,,,
,143,,,,,3,2.0755562782287598,0.1284722238779068,0.16029465198516846,,,
0.0005,144,,,,,,,,,,,
,179,2.0675437450408936,0.1319444477558136,0.15921702980995178,2.048922538757324,4,,,,,,
,179,,,,,4,2.0764336585998535,0.1397569477558136,0.1628931164741516,,,
0.0005,180,,,,,,,,,,,
,215,2.061201810836792,0.1319444477558136,0.14751388132572174,2.053323745727539,5,,,,,,
,215,,,,,5,2.071409225463867,0.1267361044883728,0.15283116698265076,,,
0.0005,216,,,,,,,,,,,
,251,2.062227964401245,0.1319444477558136,0.16240477561950684,2.0496103763580322,6,,,,,,
,251,,,,,6,2.06697678565979,0.1380208283662796,0.1502038538455963,,,
0.0005,252,,,,,,,,,,,
,287,2.059185028076172,0.1388888955116272,0.15186649560928345,2.060333251953125,7,,,,,,
,287,,,,,7,2.0699212551116943,0.1284722238779068,0.15078367292881012,,,
0.0005,288,,,,,,,,,,,
,323,2.1640141010284424,0.1041666641831398,0.22803419828414917,1.9787726402282715,8,,,,,,
,323,,,,,8,2.065717935562134,0.1293402761220932,0.155781552195549,,,
0.0005,324,,,,,,,,,,,
,359,2.0772786140441895,0.1319444477558136,0.17891258001327515,2.037604570388794,9,,,,,,
,359,,,,,9,2.1127073764801025,0.1423611044883728,0.20149977505207062,,,
0.0005,360,,,,,,,,,,,
,395,2.0595006942749023,0.1388888955116272,0.1583927422761917,2.0510969161987305,10,,,,,,
,395,,,,,10,2.0732202529907227,0.1284722238779068,0.1546114832162857,,,
0.0005,396,,,,,,,,,,,
,431,2.064837694168091,0.1319444477558136,0.14826855063438416,2.068899631500244,11,,,,,,
,431,,,,,11,2.0669634342193604,0.1206597238779068,0.14783836901187897,,,
0.0005,432,,,,,,,,,,,
,467,2.0610711574554443,0.1319444477558136,0.14720633625984192,2.0617117881774902,12,,,,,,
,467,,,,,12,2.066800594329834,0.1267361044883728,0.15303435921669006,,,
0.0005,468,,,,,,,,,,,
,503,2.05869197845459,0.1319444477558136,0.14487998187541962,2.0627145767211914,13,,,,,,
,503,,,,,13,2.0702600479125977,0.1267361044883728,0.15055519342422485,,,
0.0005,504,,,,,,,,,,,
,539,2.062401056289673,0.1388888955116272,0.14588303864002228,2.0704257488250732,14,,,,,,
,539,,,,,14,2.069199562072754,0.1145833358168602,0.15092897415161133,,,
0.0005,540,,,,,,,,,,,
,575,2.0615627765655518,0.1319444477558136,0.15298789739608765,2.044699192047119,15,,,,,,
,575,,,,,15,2.0653741359710693,0.1336805522441864,0.147272527217865,,,
0.0005,576,,,,,,,,,,,
,611,2.0587117671966553,0.1319444477558136,0.14499756693840027,2.0460476875305176,16,,,,,,
,611,,,,,16,2.070115089416504,0.1215277761220932,0.14914864301681519,,,
0.0005,612,,,,,,,,,,,
,647,2.061810255050659,0.1458333283662796,0.13691800832748413,2.0719690322875977,17,,,,,,
,647,,,,,17,2.063626289367676,0.1345486044883728,0.1462816745042801,,,
0.0005,648,,,,,,,,,,,
,683,2.0606374740600586,0.1319444477558136,0.13773688673973083,2.071469306945801,18,,,,,,
,683,,,,,18,2.070718765258789,0.1354166716337204,0.15099374949932098,,,
0.0005,684,,,,,,,,,,,
,719,2.057258367538452,0.1388888955116272,0.14803941547870636,2.0595507621765137,19,,,,,,
,719,,,,,19,2.06472110748291,0.1223958358168602,0.1491992324590683,,,
0.0005,720,,,,,,,,,,,
,755,2.0574426651000977,0.1388888955116272,0.13979902863502502,2.0650010108947754,20,,,,,,
,755,,,,,20,2.0677073001861572,0.1067708358168602,0.14737361669540405,,,
0.0005,756,,,,,,,,,,,
,791,2.056575059890747,0.1319444477558136,0.14955444633960724,2.0611541271209717,21,,,,,,
,791,,,,,21,2.0619451999664307,0.1588541716337204,0.15022601187229156,,,
0.0005,792,,,,,,,,,,,
,827,2.0541601181030273,0.1527777761220932,0.14091989398002625,2.066622734069824,22,,,,,,
,827,,,,,22,2.065394639968872,0.1171875,0.1456765979528427,,,
0.0005,828,,,,,,,,,,,
,863,2.064507484436035,0.1319444477558136,0.16321499645709991,2.024027109146118,23,,,,,,
