lr-AdamW,step,val/loss,val/acc,val/confidence_mean,val/entropy,epoch,train/loss,train/acc,train/confidence_mean,test/loss,test/acc,test/acc_agg
0.002,0,,,,,,,,,,,
,35,2.070326089859009,0.1319444477558136,0.16886572539806366,2.0352766513824463,0,,,,,,
,35,,,,,0,2.146784782409668,0.1362847238779068,0.23220334947109222,,,
0.002,36,,,,,,,,,,,
,71,2.081378698348999,0.1388888955116272,0.16946206986904144,2.0546469688415527,1,,,,,,
,71,,,,,1,2.081048011779785,0.1267361044883728,0.16749994456768036,,,
0.002,72,,,,,,,,,,,
,107,2.089442491531372,0.1319444477558136,0.17650192975997925,2.0374815464019775,2,,,,,,
,107,,,,,2,2.08160138130188,0.1258680522441864,0.16318275034427643,,,
0.002,108,,,,,,,,,,,
,143,2.061410665512085,0.1319444477558136,0.14572249352931976,2.0614702701568604,3,,,,,,
,143,,,,,3,2.0788674354553223,0.1180555522441864,0.1551371067762375,,,
0.002,144,,,,,,,,,,,
,179,2.059459686279297,0.1388888955116272,0.14296910166740417,2.0582666397094727,4,,,,,,
,179,,,,,4,2.0673344135284424,0.1414930522441864,0.15029622614383698,,,
0.002,180,,,,,,,,,,,
,215,2.0587105751037598,0.1319444477558136,0.1385028064250946,2.061032772064209,5,,,,,,
,215,,,,,5,2.071216106414795,0.1223958358168602,0.14273415505886078,,,
0.002,216,,,,,,,,,,,
,251,2.0596303939819336,0.1319444477558136,0.14688390493392944,2.055856227874756,6,,,,,,
,251,,,,,6,2.0658211708068848,0.125,0.14046482741832733,,,
0.002,252,,,,,,,,,,,
,287,2.059356927871704,0.1319444477558136,0.13944266736507416,2.061389923095703,7,,,,,,
,287,,,,,7,2.067765712738037,0.1336805522441864,0.1423359364271164,,,
0.002,288,,,,,,,,,,,
,323,2.0670697689056396,0.1319444477558136,0.16800358891487122,2.0448122024536133,8,,,,,,
,323,,,,,8,2.066326141357422,0.1336805522441864,0.14589658379554749,,,
0.002,324,,,,,,,,,,,
,359,2.0600881576538086,0.1319444477558136,0.13679693639278412,2.067122459411621,9,,,,,,
,359,,,,,9,2.067103862762451,0.1276041716337204,0.14782649278640747,,,
0.002,360,,,,,,,,,,,
,395,2.059044361114502,0.1319444477558136,0.14228226244449615,2.0580766201019287,10,,,,,,
,395,,,,,10,2.0690083503723145,0.1137152761220932,0.14319723844528198,,,
0.002,396,,,,,,,,,,,
,431,2.063275098800659,0.1319444477558136,0.13295938074588776,2.0730724334716797,11,,,,,,
,431,,,,,11,2.06680965423584,0.1232638880610466,0.14362984895706177,,,
0.002,432,,,,,,,,,,,
,467,2.061026096343994,0.1319444477558136,0.1399793028831482,2.067634344100952,12,,,,,,
,467,,,,,12,2.067445755004883,0.1336805522441864,0.15318801999092102,,,
0.002,468,,,,,,,,,,,
,503,2.0653750896453857,0.1319444477558136,0.14491790533065796,2.0720624923706055,13,,,,,,
,503,,,,,13,2.0721704959869385,0.1328125,0.1523672193288803,,,
0.002,504,,,,,,,,,,,
,539,2.0629794597625732,0.1388888955116272,0.1344616413116455,2.0726559162139893,14,,,,,,
,539,,,,,14,2.0685276985168457,0.1293402761220932,0.14254418015480042,,,
0.002,540,,,,,,,,,,,
,575,2.0583322048187256,0.1319444477558136,0.14008551836013794,2.0572075843811035,15,,,,,,
,575,,,,,15,2.0657358169555664,0.1197916641831398,0.13772593438625336,,,
0.002,576,,,,,,,,,,,
,611,2.0602774620056152,0.1319444477558136,0.14483655989170074,2.0474777221679688,16,,,,,,
,611,,,,,16,2.065016508102417,0.1310763955116272,0.13765493035316467,,,
0.002,612,,,,,,,,,,,
,647,2.0601320266723633,0.1319444477558136,0.13333122432231903,2.0689024925231934,17,,,,,,
,647,,,,,17,2.063399076461792,0.1293402761220932,0.14065974950790405,,,
0.002,648,,,,,,,,,,,
,683,2.0588934421539307,0.1319444477558136,0.13977378606796265,2.0641982555389404,18,,,,,,
,683,,,,,18,2.0654804706573486,0.1241319477558136,0.13655680418014526,,,
0.002,684,,,,,,,,,,,
,719,2.057755708694458,0.1319444477558136,0.136145681142807,2.0630345344543457,19,,,,,,
,719,,,,,19,2.065326452255249,0.1050347238779068,0.1384933441877365,,,
0.002,720,,,,,,,,,,,
,755,2.0683140754699707,0.1319444477558136,0.1626613885164261,2.056223154067993,20,,,,,,
,755,,,,,20,2.06557559967041,0.1388888955116272,0.14698320627212524,,,
0.002,756,,,,,,,,,,,
,791,2.0589380264282227,0.1319444477558136,0.14179456233978271,2.057790994644165,21,,,,,,
,791,,,,,21,2.0671119689941406,0.1171875,0.14607959985733032,,,
0.002,792,,,,,,,,,,,
,827,2.0578203201293945,0.1388888955116272,0.13986337184906006,2.0570013523101807,22,,,,,,
,827,,,,,22,2.0660810470581055,0.1197916641831398,0.14907345175743103,,,
0.002,828,,,,,,,,,,,
,863,2.0617682933807373,0.1319444477558136,0.15166997909545898,2.0500669479370117,23,,,,,,
,863,,,,,23,2.065763235092163,0.1145833358168602,0.13956591486930847,,,
0.002,864,,,,,,,,,,,
,899,2.0587499141693115,0.1458333283662796,0.1351746916770935,2.064791202545166,24,,,,,,
,899,,,,,24,2.0648415088653564,0.1310763955116272,0.14736385643482208,,,
0.002,900,,,,,,,,,,,
,935,2.0583436489105225,0.1319444477558136,0.14007261395454407,2.0547397136688232,25,,,,,,
,935,,,,,25,2.062986373901367,0.1284722238779068,0.13957588374614716,,,
0.002,936,,,,,,,,,,,
,971,2.058248996734619,0.1388888955116272,0.13470518589019775,2.0626721382141113,26,,,,,,
,971,,,,,26,2.065803050994873,0.1276041716337204,0.1378568410873413,,,
0.002,972,,,,,,,,,,,
,1007,2.057349681854248,0.1388888955116272,0.13502594828605652,2.060060739517212,27,,,,,,
,1007,,,,,27,2.0640511512756348,0.1128472238779068,0.1364888697862625,,,
0.002,1008,,,,,,,,,,,
,1043,2.0600645542144775,0.1319444477558136,0.13354934751987457,2.0688068866729736,28,,,,,,
,1043,,,,,28,2.0645298957824707,0.1067708358168602,0.13634540140628815,,,
0.002,1044,,,,,,,,,,,
,1079,2.0573573112487793,0.1319444477558136,0.13767653703689575,2.057166337966919,29,,,,,,
,1079,,,,,29,2.0624008178710938,0.1336805522441864,0.13445977866649628,,,
0.002,1080,,,,,,,,,,,
,1115,2.0575408935546875,0.1319444477558136,0.13909970223903656,2.0599184036254883,30,,,,,,
,1115,,,,,30,2.062481641769409,0.1232638880610466,0.13631278276443481,,,
0.002,1116,,,,,,,,,,,
,1151,2.0567078590393066,0.1319444477558136,0.13577212393283844,2.057945966720581,31,,,,,,
,1151,,,,,31,2.06150484085083,0.1258680522441864,0.13756301999092102,,,
0.002,1152,,,,,,,,,,,
,1187,2.05590558052063,0.1388888955116272,0.14244812726974487,2.05397367477417,32,,,,,,
,1187,,,,,32,2.0619559288024902,0.1414930522441864,0.1349421590566635,,,
0.002,1188,,,,,,,,,,,
,1223,2.057591438293457,0.1319444477558136,0.13653284311294556,2.0625059604644775,33,,,,,,
,1223,,,,,33,2.0686445236206055,0.1328125,0.146574467420578,,,
0.002,1224,,,,,,,,,,,
,1259,2.0581789016723633,0.1597222238779068,0.1379815936088562,2.0652763843536377,34,,,,,,
,1259,,,,,34,2.0658326148986816,0.1206597238779068,0.14113976061344147,,,
0.002,1260,,,,,,,,,,,
,1295,2.057459831237793,0.1388888955116272,0.13642331957817078,2.0612757205963135,35,,,,,,
,1295,,,,,35,2.0648043155670166,0.1354166716337204,0.1456400454044342,,,
0.002,1296,,,,,,,,,,,
,1331,2.057011842727661,0.1388888955116272,0.13783717155456543,2.060180902481079,36,,,,,,
,1331,,,,,36,2.0620734691619873,0.1371527761220932,0.1386585235595703,,,
0.002,1332,,,,,,,,,,,
,1367,2.0567381381988525,0.1388888955116272,0.13533885776996613,2.0638067722320557,37,,,,,,
,1367,,,,,37,2.062429189682007,0.1215277761220932,0.13546419143676758,,,
0.002,1368,,,,,,,,,,,
,1403,2.057279586791992,0.1388888955116272,0.1335453987121582,2.067227363586426,38,,,,,,
,1403,,,,,38,2.0617353916168213,0.1310763955116272,0.13691793382167816,,,
0.002,1404,,,,,,,,,,,
,1439,2.056899070739746,0.1388888955116272,0.13491865992546082,2.067976474761963,39,,,,,,
,1439,,,,,39,2.060727119445801,0.1380208283662796,0.1378568708896637,,,
0.002,1440,,,,,,,,,,,
,1475,2.046381950378418,0.1458333283662796,0.1398785412311554,2.061237096786499,40,,,,,,
,1475,,,,,40,2.061312675476074,0.140625,0.14539846777915955,,,
0.002,1476,,,,,,,,,,,
,1511,2.0449345111846924,0.1458333283662796,0.14098478853702545,2.0579609870910645,41,,,,,,
,1511,,,,,41,2.055887222290039,0.1206597238779068,0.14252442121505737,,,
0.002,1512,,,,,,,,,,,
,1547,2.0329513549804688,0.2152777761220932,0.1546587496995926,2.060450315475464,42,,,,,,
,1547,,,,,42,2.0600926876068115,0.1345486044883728,0.15081652998924255,,,
0.002,1548,,,,,,,,,,,
,1583,2.0682997703552246,0.1041666641831398,0.19604887068271637,1.9644067287445068,43,,,,,,
,1583,,,,,43,2.046356201171875,0.1380208283662796,0.1720089614391327,,,
0.002,1584,,,,,,,,,,,
,1619,2.0029993057250977,0.1875,0.19737553596496582,2.013021469116211,44,,,,,,
,1619,,,,,44,2.0244762897491455,0.1848958283662796,0.17559821903705597,,,
0.002,1620,,,,,,,,,,,
,1655,1.9988926649093628,0.2083333283662796,0.1678249090909958,2.024829387664795,45,,,,,,
,1655,,,,,45,2.0352976322174072,0.1710069477558136,0.18407683074474335,,,
0.002,1656,,,,,,,,,,,
,1691,1.9741889238357544,0.2430555522441864,0.16902726888656616,2.0237677097320557,46,,,,,,
,1691,,,,,46,2.014174222946167,0.1701388955116272,0.19033962488174438,,,
0.002,1692,,,,,,,,,,,
,1727,1.973805546760559,0.2152777761220932,0.17518571019172668,2.00221586227417,47,,,,,,
,1727,,,,,47,2.004086494445801,0.1736111044883728,0.1921970695257187,,,
0.002,1728,,,,,,,,,,,
,1763,1.9890191555023193,0.1805555522441864,0.19660426676273346,2.0071630477905273,48,,,,,,
,1763,,,,,48,2.005385398864746,0.1779513955116272,0.18950355052947998,,,
0.002,1764,,,,,,,,,,,
,1799,1.9469850063323975,0.2152777761220932,0.2102452963590622,1.9572432041168213,49,,,,,,
,1799,,,,,49,1.9730275869369507,0.203125,0.20424114167690277,,,
0.002,1800,,,,,,,,,,,
,1835,2.0211915969848633,0.1666666716337204,0.19387882947921753,1.959706425666809,50,,,,,,
,1835,,,,,50,2.001150369644165,0.1927083283662796,0.2052294909954071,,,
0.002,1836,,,,,,,,,,,
,1871,1.9744943380355835,0.1666666716337204,0.20999963581562042,1.9442168474197388,51,,,,,,
,1871,,,,,51,1.9776369333267212,0.2005208283662796,0.199101984500885,,,
0.002,1872,,,,,,,,,,,
,1907,1.9483217000961304,0.2222222238779068,0.20258569717407227,1.963396668434143,52,,,,,,
,1907,,,,,52,1.9914212226867676,0.1875,0.19580763578414917,,,
0.002,1908,,,,,,,,,,,
,1943,1.9629124402999878,0.1736111044883728,0.2089143544435501,1.9328114986419678,53,,,,,,
,1943,,,,,53,1.9586427211761475,0.1970486044883728,0.21716485917568207,,,
0.002,1944,,,,,,,,,,,
