lr-AdamW,step,val/loss,val/acc,val/confidence_mean,val/entropy,epoch,train/loss,train/acc,train/confidence_mean,test/loss,test/acc,test/acc_agg
,1979,1.9743150472640991,0.1666666716337204,0.19392924010753632,1.9534530639648438,54,,,,,,
,1979,,,,,54,1.985400915145874,0.1710069477558136,0.19178007543087006,,,
0.002,1980,,,,,,,,,,,
,2015,1.986631989479065,0.1805555522441864,0.20120932161808014,1.907928705215454,55,,,,,,
,2015,,,,,55,1.9643805027008057,0.2022569477558136,0.2017701119184494,,,
0.002,2016,,,,,,,,,,,
,2051,2.0060975551605225,0.1875,0.21757109463214874,1.9199646711349487,56,,,,,,
,2051,,,,,56,1.9630171060562134,0.2039930522441864,0.2136370986700058,,,
0.002,2052,,,,,,,,,,,
,2087,1.9895591735839844,0.1736111044883728,0.21508219838142395,1.9089595079421997,57,,,,,,
,2087,,,,,57,1.9547767639160156,0.2100694477558136,0.2156970053911209,,,
0.002,2088,,,,,,,,,,,
,2123,1.960854172706604,0.2152777761220932,0.20672045648097992,1.9547470808029175,58,,,,,,
,2123,,,,,58,1.9564317464828491,0.2013888955116272,0.21315543353557587,,,
0.002,2124,,,,,,,,,,,
,2159,2.099717855453491,0.1458333283662796,0.23163999617099762,1.836455225944519,59,,,,,,
,2159,,,,,59,1.9517531394958496,0.2048611044883728,0.21238328516483307,,,
0.002,2160,,,,,,,,,,,
,2195,1.9984639883041382,0.1875,0.20584219694137573,1.9019159078598022,60,,,,,,
,2195,,,,,60,1.9577051401138306,0.1901041716337204,0.2126244455575943,,,
0.002,2196,,,,,,,,,,,
,2231,1.9592443704605103,0.2152777761220932,0.21071912348270416,1.9244545698165894,61,,,,,,
,2231,,,,,61,1.935242772102356,0.1953125,0.21332168579101562,,,
0.002,2232,,,,,,,,,,,
,2267,2.0160017013549805,0.1805555522441864,0.21460533142089844,1.8757179975509644,62,,,,,,
,2267,,,,,62,1.9203962087631226,0.2083333283662796,0.22582441568374634,,,
0.002,2268,,,,,,,,,,,
,2303,1.9542062282562256,0.2083333283662796,0.2120368480682373,1.928551197052002,63,,,,,,
,2303,,,,,63,1.9413174390792847,0.2126736044883728,0.20745961368083954,,,
0.002,2304,,,,,,,,,,,
,2339,2.0171327590942383,0.2013888955116272,0.2160218358039856,1.8861689567565918,64,,,,,,
,2339,,,,,64,1.948809266090393,0.1996527761220932,0.21514779329299927,,,
,2340,,,,,65,,,,1.9463274478912354,0.2430555522441864,0.2430555522441864
